Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
 if your depressed and somebody calls you long faced will you still automatically take umbrage,0,0,0,0,0,0,0,0,1,0,0
 Ikr people still got a grudge against him for no reason like wtf,1,0,1,0,0,0,0,0,1,0,0
 ill be there with VIP TICKETS Can't wait to meet you Never met a famous person i admire before ,0,0,0,0,0,1,1,0,0,0,0
 ill be there with VIP TICKETS Can't wait to meet you Never met a famous person i admire before nervous,0,1,0,1,1,1,0,0,0,1,0
 im love you even if you bully me sadly,0,0,0,0,1,1,0,0,1,0,0
 im pretty sure cause ever since saturday ive just been super sad lol,0,0,1,0,0,0,0,1,1,0,0
 impossible to say We can only hope that I don't unwittingly trigger her ferocious side again Hell hath no fury,1,0,1,0,0,0,0,0,0,0,0
 in the same speech  However he did mention foreign hand and funding in terrorism in the country   _emoj_thumbsup_  ProudOfYouPrimeMinister,1,0,0,1,0,0,0,0,0,0,0
 Incentivise people to roam the Internet being morally offended as if they didn't do it enough already,1,0,1,0,0,0,0,0,0,0,0
 is it all doom and gloom I only want to hear lovely things about airbnb,0,0,0,0,0,1,0,0,1,0,0
 is it true none of your players are cops Do they drink chilled bitter Are your players Walter Mitty types ,0,0,1,0,0,0,0,0,0,0,0
 Is that pessimism or do you just want him to get another week of rest and healing,0,1,0,0,0,0,0,1,0,0,0
 is this a bridge if I have to drive on such I will stop breathing Yooo I can't I'm to afraid,0,0,1,0,0,0,0,0,0,0,0
 isn't that the reason horror is popular the exhilaration that comes from discomfort is enjoyable  watch The Green Room D,0,0,0,1,0,1,1,0,0,0,0
 Issue with that is will the effort involved get back the amount I put into it That's what I'm fearful of,0,0,0,1,0,0,0,1,0,0,0
 it does if one person ruins season for me I will be so angry,1,0,1,0,0,0,0,0,0,0,0
 it doesn't chip and it doesn't get dull Nails gone be looking perfect the whole time except they gone be grown out   _emoj_joy_ ,0,0,0,0,0,1,1,0,0,0,0
 it makes complete sense and i'm elated to hear this ,0,0,0,0,0,1,1,0,0,0,0
 It still destroys Fear The Walking Dead That show is horrible,0,0,1,0,0,0,0,0,0,0,0
 It was dreadful even after he met the Catfish he still thought it was her,0,0,1,0,0,0,0,0,1,0,0
 it was work was an awful reality on the Tuesday   thanks so much for coming xx,1,0,0,0,0,1,0,0,0,0,0
 it world be great if the live support was actually helpful ,1,0,1,0,0,1,0,0,0,0,0
 it world be great if the live support was actually helpful nightmare,0,0,0,1,0,0,0,1,0,0,0
 it would be great but what if the card crashes   _emoj_scream_   It's happened to me twice ,0,0,0,1,0,0,0,0,1,0,0
 it would be great but what if the card crashes   _emoj_scream_   It's happened to me twice nightmare,0,1,0,1,0,0,0,0,1,0,0
 It'll be like burning rap albums they'll have to buy it first but gosh darn it they have to get rid of it,1,0,1,0,0,0,0,1,0,0,0
 It's 'EyeforEye' Indian Army never forgives Never Forgets They always take revenge Pakistan breaks laws IA follows,1,0,1,0,0,0,1,0,0,0,1
 it's a common problem I've had with every plus having a regular  not having to worry about the design flaw  working phone,0,0,0,0,0,0,1,0,1,0,0
 It's daunting trying to follow Swift newstrends and facing mindshattering patternsterms left and right I'm trying to adopt gently,0,1,0,0,0,0,1,0,0,0,1
 it's fair to say he's been a bit timid compared to what I've been known to see from him,0,1,0,0,0,0,0,0,0,0,0
 it's funny how they can be in such a hurry but have plenty of time to stop and threaten people,1,0,1,1,0,0,0,0,0,0,0
 it's getting so close in your poll so many ignorant ppl depressing painful something needs to change BeTheChange  How,1,0,1,0,0,0,0,1,1,0,0
 it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences ,0,0,0,0,1,1,1,0,0,0,0
 it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences smiling,0,0,0,0,0,1,1,0,0,0,0
 It's hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool This guy is nuts,1,0,1,0,0,0,0,0,0,0,0
 It's like the horror movie The Hills Have Eyes,0,0,0,1,0,0,0,0,0,0,0
 It's not just a treat for viewers to watch u as janak it's simply a treat for our soul mind thoughts hearty respect   _emoj_pray_   _emoj_pray_ ,0,1,0,0,1,1,1,0,0,0,0
 it's ok champ you'll make it I'm cheering you on from a far,0,0,0,0,0,1,1,0,0,0,1
 It's so sad There's always such optimism with a new year This isnot good  ,0,0,1,0,0,0,0,1,1,0,0
 it's super sad Especially when you are talking to a real person and not a bot Makes it feel real ,0,0,1,0,0,0,0,0,1,0,0
 It's terrible We're going to the local fishchip place in Kirribilli ,1,0,1,0,0,0,0,0,1,0,0
 It's terrible We're going to the local fishchip place in Kirribilli terrible,1,0,1,1,0,0,0,0,1,0,0
 it's the first expac since wrath that feels like a proper 'evolution' of the game for me,0,0,0,0,0,1,0,0,0,0,0
 ITS ALREADY FUCKING  Ok well I love having panic attacks in the afternoon,1,0,1,1,0,0,0,0,1,0,0
 Jesus you just made think that of all the Vols v fl games I've seen I've never seen a win depression,0,0,0,0,0,0,0,0,1,0,0
 John Kerry fckd uchief justiceofpak made the statement publicly about party supporting terror what else u needterrorstatepak,1,0,0,1,0,0,0,0,0,0,0
 Just a shame his world was gloom from day one almostThough it makes sense he'd have the whole part hydrapart shieldc,1,0,0,0,0,0,0,0,1,0,0
 Just do what you can don't get discouraged maybe some prayers for divine intervention to help you would help ,0,0,0,0,0,1,1,0,0,0,1
 just heard back2back  guess that's why they call it the blues amp she's got the look but I can only sing tickle sacks version,0,1,0,0,0,1,0,0,0,0,0
 just preordered The Pale EP Would have paid for the phone call But I would have freaked out and not said anything ,0,1,0,0,0,0,0,1,1,0,0
 just preordered The Pale EP Would have paid for the phone call But I would have freaked out and not said anything shy,1,0,1,1,0,0,0,1,0,0,0
 just received order from  amp the chips are under cooked amp half raw Usually best part of the meal notcool terrible,1,0,0,0,0,0,0,0,0,0,0
 just sitting close to him for an extended period of time was exhilarating because he's so beautiful and lively lol,0,0,0,0,1,1,0,0,0,0,0
 just trying to go home tonight A run on 2nd and and a run on 3rd and That's what champs dosike losers terrible,1,0,1,0,0,0,0,0,0,0,0
 just wait till they hit you with the 5am fire alarm in the middle of winter Those are sweet,0,1,0,0,0,0,0,0,0,0,0
 just when I thought this disgusting man couldn't sink any lowerlike Hillary he his depravity of character has no bottom,1,0,1,0,0,0,0,0,0,0,0
 KA like the start of cake and then Like saying C  if that makes sense   _emoj_sob_   _emoj_joy_ ,0,0,0,0,0,1,0,0,1,0,0
 laughs louder this time shaking my head That was really cheesy wasn't it,0,0,0,0,0,1,0,0,0,0,0
 left wing panic because Hillary is weak and they know it this is a revolution a movement nothings going to help the left TrumpPence,1,0,1,1,0,0,0,0,0,0,0
 Less sugar more fruit  Less soda more water  Less worry more sleep  LESS WORDS MORE ACTION ,0,0,0,0,0,1,1,0,0,0,0
 let them know it's the blues,0,0,0,0,0,0,0,0,1,0,0
 listening to these politicians is making me so angry I'm so fucking tired of political speak by career politicians ,1,0,1,0,0,0,0,0,0,0,0
 lol DK has actually dropped from top of the table surprisingly Arms Warrior is top of the DPS at the moment ,0,0,0,0,0,0,0,0,0,1,0
 lol DK has actually dropped from top of the table surprisingly Arms Warrior is top of the DPS at the moment shocking,1,0,0,0,0,0,0,0,0,1,0
 lol senior year we would get early dismal for work study he was her boss and you know what happened next   _emoj_upside_down_face_,0,1,0,0,0,0,0,0,1,1,0
 lol wow i was gonna say really haha have you seen chris or nah you dont even snap me anymore dude,0,0,0,0,0,0,0,0,0,1,0
 Lol yeah I read that but I stayed up and didn't nap tillI collect people who I think they've got me   _emoj_joy_   _emoj_joy_  ,0,0,0,0,0,1,0,0,0,0,0
 Look at those teef ,1,0,0,0,0,0,0,0,0,1,0
 looking back on recent tweets seen this one right here is great perfect  Speechless deal,0,1,0,0,0,1,1,0,0,0,0
 looking back on recent tweets seen this one right here is great perfect hilarious Speechless deal,0,0,0,0,0,1,0,0,0,1,0
 looking forward to div next year  revenge leictershireaway therey,0,1,0,0,0,0,0,0,0,0,0
 looking like  in his heyday,0,0,1,0,0,1,0,0,0,0,0
 looks exhilarating Looking forward to seeing   _emoj_thumbsup_   _emoj_fitzpatrick_type_3,0,0,0,0,0,1,1,0,0,0,0
 looks that way But let's think about Rohan last week  optimism,0,0,0,0,0,0,1,0,0,0,0
 lool soon as man start loosing weight  Its panic,0,0,0,1,0,0,0,0,0,0,0
 lost bag stillwaiting go home in2days DM'd you my info and have rung 9times a day What more can I do wheresmybag,1,0,1,0,0,0,0,0,1,0,0
 love it so true As  taught me fear can be an illusion coaching  courage,0,0,0,0,1,1,1,0,0,0,0
 love it so true As  taught me fear can be an illusion coaching fear courage,0,0,0,1,0,1,1,0,0,0,1
 love new movie  BlairWitch blairwitchproject  HorrorMovies,0,0,0,1,1,1,1,0,0,0,0
 love new movie BlairWitch blairwitchproject horror HorrorMovies,0,0,0,1,0,1,0,0,0,0,0
 love you so much smile   _emoj_blush_   _emoj_blush_ ,0,0,0,0,1,1,1,0,0,0,0
 loved sing tiff but q there is japanese line but obviously spoken by non japanese no way to find japanese for line,0,0,0,0,1,1,0,0,0,0,1
 lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me One of my favourite coaches he's smart and caring,0,0,0,0,1,1,1,0,0,0,0
 lt feel everything She would remember everything Evanora hoped this would serve to fuel the creatures anger and run rabid gt,1,0,1,0,0,0,1,0,0,0,0
 lt took another sip We've had some earth shattering soul exhilarating sex You think black souls can have that kind of gt,0,1,0,0,0,1,0,0,0,0,0
 Luckii I'm changing in so many ways bc of Him It's a scary but joyful feeling making me so strong,0,0,0,1,0,1,0,0,0,0,0
 lydiaaaa we were the only ones that were supposed to know that you make me nervous   _emoj_no_mouth_ ,0,0,0,1,0,0,0,0,1,0,0
 made me laugh that quote In a sort of rueful way,0,0,0,0,0,1,0,0,0,0,0
 make him feel vigorous 'Fine You can kill me now' Said Hestia with a display of only despair rather than her joyful ,1,0,0,0,0,0,0,0,0,0,0
 make sure you's Young breadrins sling us a quick vote murky skeng votage,0,1,0,0,0,1,1,0,0,0,0
 man GREAT JOB I am more than happy over your success in a short time  Mom amp dad are smiling from heaven  Love you bro,0,0,0,0,1,1,1,0,0,0,0
 man imagine  Ultra is promoting carnival I think u need to be the chairperson serious Cause am hearing nothing,1,1,1,0,0,0,0,0,1,0,0
 Mannn I can't count how many times I've had the 'PR's power grid needs some serious updating' conversation,0,0,1,0,0,0,0,0,0,0,0
 May I send you a copy of HeroTheGreyhound Either ebook or real paper one A boy and a greyhound smiles tears ,0,0,0,0,0,1,0,0,0,1,0
 May I send you a copy of HeroTheGreyhound Either ebook or real paper one A boy and a greyhound smiles tears laughter,0,0,0,0,1,1,0,0,1,0,0
 Maybe don't provoke him in the future if you do not want to run the risk of him punching your board,1,0,1,1,0,0,0,0,0,0,0
 maybe he had constipation issues Not that I KNOW dates relieve such an affliction No way jose,0,0,0,0,0,0,0,1,0,0,0
 Maybe if it was transgender the media would cover it ,1,0,1,0,0,0,0,0,0,0,0
 Maybe if it was transgender the media would cover it outrage,1,0,0,0,0,0,0,0,1,0,0
 Maybe that's why we're asked to study hard and get a job that we like That way it wouldn't be that dreadful,0,1,0,1,0,0,1,0,0,0,0
 Me tooI really hope the writers decide to give us an return to McDanno we all love wo resentment amp animosity fingers crossed,0,0,0,0,0,0,1,0,0,0,0
 Meanwhile  and I are getting a 740am train I hope you really really enjoy that hotel Shennan ,0,0,0,0,0,1,1,0,0,0,0
 Meanwhile  and I are getting a 740am train I hope you really really enjoy that hotel Shennan fuming,1,0,1,0,0,0,0,0,0,0,0
 mentions his high schoolaged daughters 'should be a joyous occasion' when they go to college not bring 'fear' 'trepidation',0,0,0,0,0,1,1,0,0,0,0
 Mick nods 'I would like that' He went back to his food smiling as he finished it,0,0,0,0,0,1,1,0,0,0,0
 Miss Cookie sends her thanks She's not as spry as she used to be  like me She doesn't have the adventures the young pups do,0,0,0,0,0,1,0,0,0,0,0
 more like every color looks the same triggered colorblind ,1,0,1,0,0,0,0,0,1,0,0
 more like every color looks the same triggered colorblind offended,1,0,1,0,0,0,0,0,1,0,0
 MSM is rejoicing that they've fooled us with these body doubles for so long amp now her death is a secret Just like Hawkings,0,0,1,0,0,0,0,0,0,0,0
 Musicians have a superstitious dread of crossing highway true story,0,0,0,1,0,0,0,0,0,0,0
 my adorable and cheerful daughter Always pouring positivity green goo on me dare hurt her and you'll see hell growls  PandaBot,0,0,0,0,1,1,0,0,0,0,0
 my first time in Slough so checked out the new station floor  LifeOnTheRoad,0,1,0,0,0,0,0,0,0,0,0
 My first time watching your vids and i died of laughter Keep this up dude,0,0,0,0,1,1,1,0,0,0,1
 My heart because you left me for so long again  slight pout but it turned to a smile  heheh just kidding no I'm fine,0,0,0,0,1,1,1,0,0,0,0
 my service is down in Cleveland OH What's going on unhappy,1,0,1,0,0,0,0,0,1,0,0
 My three year old asked me if Trump was a bad man like a bully After saying yes he's a bully my son said mute him We did,0,0,1,0,0,1,1,0,0,0,0
 nah I asked really insightful teacherly questions so he could write a kickass report of his own He will sadly never know,1,1,1,0,0,0,0,0,1,0,0
 never a dull moment hope you had a gd trip down,0,0,0,0,0,1,1,0,0,0,0
 no   _emoj_sob_  the last two we were outbidded So we got kinda discouraged so now we are taking our sweet time The market is stupid tho,1,0,1,0,0,0,0,0,1,0,0
 No I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is sadly,0,0,0,0,0,0,0,1,1,0,0
 No justification for shooting without provocation even if the person has a bad history Justification is not the way to go,1,0,1,0,0,0,0,0,1,0,0
 No offense but isn't it a little late to be getting a radio broadcast degree Isn't that going to be over in a decade or,0,1,1,0,0,0,0,0,1,0,0
 no okay you don't not need to be going out of your way to make sure you are pleasing everyone do what makes you happy,0,0,0,0,0,1,1,0,0,0,1
 no pull him afew weeks ago sadly theres no game audio or sound affects cause i played it on my phone and tryed everything,0,0,0,0,0,0,0,0,1,0,0
 No sense in taking out your wrath on innocent people because you think police shot an innocent man MakeAmericaSafeAgain,1,0,0,0,0,0,0,0,0,0,0
 No Was so sudden Hasn't sunk in yet With Leo I knew it was coming,0,0,0,0,0,0,0,0,0,1,0
 no wonder USA is going to shit with such outrage over a simple analogy,1,0,1,0,0,0,0,0,0,0,0
 Nooooooooooooooooooooo We have stupid dismal lame winters where we maybe get some dangerous ice once,1,0,1,0,0,0,0,0,0,0,0
 not brilliant lol Hoping seeing my horse tomorrow will cheer me up   _emoj_smile_  equestrianhour,0,0,0,0,0,1,0,0,0,0,0
 not had much to cheer about you see   _emoj_stuck_out_tongue_winking_eye_   _emoj_joy_   _emoj_joy_ ,0,0,0,0,0,1,0,0,1,0,0
 not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work fuming useless reply,1,0,1,0,0,0,0,0,0,0,0
 not received verification email asked for it to be resent times still nothing,1,0,1,0,0,0,0,0,0,0,0
 now I'm really excited for November Hope they're not all horrid chavs though   _emoj_sweat_smile_ ,0,1,0,0,0,1,0,0,0,0,0
 now that the Bills have a new offense of Cordinator do you think it's more difficult for the  to  game plan,0,1,0,0,0,0,0,0,0,0,0
 offended the tonys have found a way to leave me out and now y'all have too,1,0,1,0,0,0,0,0,0,0,0
 Oh come on RAW and ISI have been spying for decades Spying and supporting terrorism is two different thing,1,0,1,1,0,0,0,0,1,1,0
 oh dear I have to watch this the woman with the pout did well,1,0,0,0,0,1,0,0,0,0,0
 oh god no that's awful mine don't last that long thank god Thank you  Xx,0,0,0,0,0,1,0,0,0,0,0
 oh good girl hope she is cheerful,0,0,0,0,0,1,1,0,0,0,0
 Oh gosh if you get raging comments from cruise fans I will just die laughing,0,0,0,0,0,1,1,0,0,1,0
 oh I see I've seen so many people mourn the loss that I was surprised to see your tweet I suppose same old here in SA,0,0,0,0,0,0,0,0,1,1,0
 oh ok yeah I felt dumb like I think I would have known if it was animated at least lmao,0,0,0,0,0,1,0,0,0,0,0
 Oh please INC talking about looting I'm not saying BJP is pure but this is such a hilarious irony  is def better,0,0,1,0,0,1,0,0,0,0,0
 OH sorry for your divorce but don't worry I will be a good wife then no reference,0,1,0,0,0,1,1,0,0,0,0
 OH yeah I never showed you that part of the session did I I'll plop them into Discord Pure hilarity,0,0,0,0,0,1,1,0,0,0,0
 Oh you insult me What you think just because I look like this I'm psycho I'm more sane than most Gotham freaks,1,0,0,0,0,0,0,0,0,0,0
 ohh silver lake came up a lot on there Is that where you guys stayed,0,1,0,0,0,0,0,0,0,0,0
 ok thats it After weeks not being able to sign in time to move on amp find another app I will strongly discourage NikeRun,1,0,1,0,0,0,0,0,1,0,0
 okay not dead but if I were I'd come back to lovingly haunt your sweet asses,0,0,1,0,0,0,0,0,0,0,0
 Old age No hope for the rest of us Destined to become deatheaters by ,1,0,1,0,0,0,0,1,0,0,0
 Old age No hope for the rest of us Destined to become deatheaters by nightmare,0,0,0,1,0,0,0,0,1,0,0
 Omg that is just horrific Something needs to be done   _emoj_cry_ ,0,0,1,0,0,0,0,0,0,0,0
 on RHOBH you just do not want to assume an affair while you were married so you criticize  awful,1,0,1,0,0,0,0,0,0,0,0
 One day I'm drinking a bottle of nyquil the other I'm sleeping zero My lovely horror fam which should i watch   _emoj_tophat_ ,0,0,0,1,0,0,0,0,0,0,0
 one of my favorite songs brother real talk ,0,0,0,0,0,1,1,0,0,0,0
 one of my favorite songs brother real talk rage,1,0,1,0,0,1,0,0,0,0,0
 One of my friends has a fear of mirrors because he tried to summon Bloody Mary and he thinks she's going to pop up any time,0,0,0,1,0,0,0,1,0,0,0
 only good thing in madden is DC,0,0,0,0,0,1,0,0,0,0,0
 Only Indian seems to be afraid of War is  n like India is for WAR WAR WAR we cry war PakistanMustPay,0,0,0,1,0,0,0,0,0,0,0
 only true depression fans will get this one   _emoj_joy_   _emoj_joy_ ,0,0,0,0,0,0,0,1,1,0,0
 Or did I lie and cut years off my age to be young and spry and hireable in Hollywood thegoldbergs,0,0,0,1,0,0,0,0,0,1,0
 order parcel awful customercare by  tried to view calling card online black image noshow,1,0,1,0,0,0,0,0,1,0,0
 Ordered before 10pm last night paid for next day Didn't bother to fufill order Now working days for a refund ,1,0,1,0,0,0,0,0,0,0,0
 Ordered before 10pm last night paid for next day Didn't bother to fufill order Now working days for a refund shocking,1,0,0,0,0,0,0,0,1,1,0
 Orion's eyes narrowed as he gazed down at the girl ice cold blues meeting a softer than usual green His instinct told him,0,1,0,0,0,0,0,0,0,0,0
 otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,0,0,0,0,0,0,1,0,0,0,0
 out of Rory starts What would your B group look like wo him Hideki and Walker and throw Reed or Knox on the pine,0,1,0,0,0,0,0,0,0,0,0
 Pakistan should stop cross border terrorism if they really need solution for KashmirIssue  sir India should act,1,1,0,1,0,0,0,0,0,0,0
 passed away early this morning in a fast and furious styled car crash as he was leaving an ATL strip club That's rough stuff,1,0,0,0,0,0,0,0,1,0,0
 people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,0,0,0,0,1,1,0,0,0,0,0
 People will always get offended everyone's situation is different Just because we have kids doesn't mean we have to settle,1,0,1,0,0,0,0,0,1,0,0
 Perhaps I've missed it are you doing another season of IHWPH You are so joyous and gleeful at the the prospect of eating,0,0,0,0,0,1,1,0,0,0,0
 plan a date like a date u find pleasing or smth fuckign  because the child will grow to be a ten out of ten,1,0,1,0,0,1,0,0,0,0,0
 please fire don lemonDo not let him report on anymore  protest He is horrible negative and runs away from the issue at hand,1,0,1,0,0,0,0,0,0,0,0
 please tell us why 'protesting' injustice requires burning beating and looting terrible optics toussaintromain is true leader,1,0,0,1,0,0,0,0,0,0,0
 Poor  angry and justly so Offer people some hope My god does anyone see this Education should not be for the elite,1,0,1,0,0,0,0,0,0,0,0
 poor service tonight to find season ticket holders in the seats we purchased online Forced to move further away unhappy,1,0,0,0,0,0,0,0,1,0,0
 porkistan lost terribly in because of american intervation to talk we stopped,0,0,1,0,0,0,0,0,0,0,0
 Post series depression can be quite bad but it will get better I bet someone will pick the novel soon in the west,0,0,0,0,0,0,1,0,1,0,0
 prepared  'Not as far as I know' was her dull reply 'There are still survivors members from it Like I said,1,0,1,0,0,0,0,1,0,0,0
 PS I still think your broken leg against Scott Steiner was one of the most horrific injuries I've ever seen in the ring ccot,0,0,0,1,0,0,0,0,1,0,0
 Quite saddenedno US dates no joyous anticipation of attending a DG concert since Happy you are keeping busy,0,0,0,0,0,0,1,0,1,0,0
 quite simply the worst airline worstairline I've ever used  appauling  dismal beyondajoke useless,1,0,1,0,0,0,0,0,0,0,0
 quite simply the worst airline worstairline I've ever used shocking appauling dire dismal beyondajoke useless,1,0,1,0,0,0,0,0,0,0,0
 rage The CrookedCourt said rage MANY times to explain away the brutal killings of Petits by Hayes amp Komisarjevsky,1,0,1,0,0,0,0,0,0,0,0
 rather someone that could help her Concern clouded her green eyes not once having seen a girl alone in the woods and  ,0,1,0,0,0,0,0,0,0,0,0
 rather someone that could help her Concern clouded her green eyes not once having seen a girl alone in the woods and whenever you are confronted by a wild animal or hostile individual remember that they can smell fear or the fact you poop your pants,0,0,0,1,0,0,0,0,0,0,0
 reality in the form of endless tragedies She didn't know how to react at first being too frightened to repeat another,1,0,0,1,0,0,0,0,1,0,0
 really after so long that's shocking tbh,0,0,0,1,0,0,0,0,0,1,0
 Really sad amp surprising side Russia fighting against IS amp on the other supporting Pak which is epic centre ,0,0,0,0,0,0,0,0,1,1,0
 Really sad amp surprising side Russia fighting against IS amp on the other supporting Pak which is epic centre terrorism,0,0,0,1,0,0,0,0,1,1,0
 rescue my morning turned up to the gym an hour early before it opened nightmare   _emoj_white_up_pointing_index_  ufe0f,0,0,0,1,0,0,0,0,0,0,0
 Rooney needs to come off Absolutely dreadful   _emoj_see_no_evil_   _emoj_see_no_evil_   _emoj_see_no_evil_  class goal from   showing why he should be in the team,1,0,1,0,0,1,0,0,1,0,0
 sad people are that sick and boring   _emoj_grimacing_   _emoj_grimacing_   _emoj_grimacing_ ,1,0,1,0,0,0,0,0,1,0,0
 sadly at least more years of this At what point will even the low info selfie lovers who voted for them say enough is enough,0,0,1,0,0,0,0,1,1,0,0
 sadly David D is no longer with us imagine both together wow,0,0,0,0,0,1,0,0,1,0,0
 sadly his best days are behind him,0,0,0,0,0,0,0,1,1,0,0
 sadly I don't think I'll see you on tour but have fun you're gonna rock   _emoj_tada_   _emoj_ok_hand_   _emoj_fitzpatrick_type_1_2_  _emoj_heart_  HotForMeTour,0,0,0,0,0,1,0,0,1,0,0
 sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,0,0,0,0,1,1,0,0,1,0,0
 Sadly not enough names  The whole farewell tour situation would make me shy away from good value b et,0,0,0,0,0,0,0,0,1,0,0
 sadly war has often been the factor that jump starts US economic growth,0,0,0,0,0,0,0,0,1,0,0
 sadness with resentment is the past sadness with fear is the future try to live in the now MHchat,0,0,1,0,0,0,0,1,1,0,0
 said  not only did not play up HRC in campaigning her in OH but he did not discourage 3rd Party vote TRUE,0,1,0,0,0,0,0,0,0,1,0
 Sam grins against Steve's lips murmuring his words with a playful tone You want the shirt off I sure i could accommodate,0,0,0,0,0,1,0,0,1,0,0
 Sam yes we have Not helpful at all We need this sorting ASAP You keep promising stuff that doesn't happen ,1,0,1,0,0,0,0,0,0,0,0
 Sam yes we have Not helpful at all We need this sorting ASAP You keep promising stuff that doesn't happen fuming,1,0,1,0,0,0,0,0,0,0,0
 second artist announcement looking good bluesfest2017  Music byronbay,0,1,0,0,1,1,1,0,0,0,0
 second artist announcement looking good bluesfest2017 blues Music byronbay,0,0,0,0,0,1,1,0,0,0,0
 second pair of scales I have bought that have stopped working after battery change Is this an issue you are aware of  unhappy,1,0,0,0,0,0,0,1,1,0,0
 See you all October 8th  is ready to tear it up keeptalkin wreckinso the40 brandonmanitoba country rock blues,0,1,0,0,0,0,0,0,0,0,0
 Seems like a fight ready to rage on,1,0,1,0,0,0,0,0,0,0,0
 seriously dude buy some bubble tape for your phones snap broke another phone,1,0,1,0,0,0,0,0,0,0,0
 shameful display I watched today has left me reeling with so much anger dt I feel like exploding those clowns should watch it,1,0,1,0,0,0,0,0,0,0,0
 She chuckles shaking her head 'NoI just have a really vivid imagination I guess It happens when you meet someonegt,0,1,0,0,0,1,0,0,0,1,0
 She could sense the anger stirring within him and took his hand in hers As long as we stay together we'll both be safe,1,0,1,0,0,0,1,0,0,0,0
 She developed her 'forced smile' I can force myself to describe it 'a little hearty maybe sanki biraz',0,0,1,0,0,1,0,0,1,0,0
 she is from the heyday 80's could go either way writing should be stronger but don't know who will be sacrificed first,0,1,0,0,0,0,0,0,0,0,0
 She laughed a bit Of course it was Aria shook her head calming her mirth so she could listen to Mikey No actually ,0,0,0,0,0,1,1,0,0,0,0
 she let out a playful gasp and slowly wrapped her arms around his neck kissing him back,0,0,0,0,0,1,0,0,0,0,0
 She was winning this war that had been raging on inside of his mind The desire and love all rolling into something he ,1,0,0,0,0,0,0,0,0,0,0
 she's ahead in the polls amp after Trumps dismal performance at upcoming debate it will be an easy win for Hillary,0,1,0,0,0,0,0,0,0,0,0
 shock horror handicap dodger is at the top   _emoj_joy_  close on the agg cup good  but think pressure will get to mark  _emoj_thinking_face_,0,0,0,1,0,1,0,0,0,1,0
 shocking service for your call centre staff this evening Transfer me and cut me off after waiting forever to speak to someone,1,0,1,0,0,0,0,0,0,0,0
 should have stopped after 'smiled' Being rudenot the same as being funnyIt was just being mean  stoppickingonwomen,1,0,1,0,0,0,0,0,0,0,0
 Show some respect that's all  If u havent go to war u cant say anything U havent lost friends and mates on war so Ahut it,1,0,1,0,0,0,0,1,0,0,0
 Since it's a friend of Pereg's I don't want to offend  Peace,0,0,0,0,0,1,1,0,1,0,1
 snap seems to be a problem here,1,0,0,0,0,0,0,0,0,0,0
 so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than yI mean kisses,1,0,1,0,0,0,0,0,0,0,0
 So true amp well said It seems ve old fashioned looking back on it I liked Robbie on TV Not loving all these movies ,0,0,1,0,0,1,0,0,1,0,0
 So true amp well said It seems ve old fashioned looking back on it I liked Robbie on TV Not loving all these movies aghast,1,0,1,0,0,0,0,0,1,0,0
 so what you mean to tell me is that glee is getting less gleeful,0,1,1,0,0,1,0,0,0,0,0
 so you are astounded that I respect blacks to vote like any other human u talk so down towards them What bigotry on display,1,0,1,0,0,0,0,0,0,0,0
 so you mean like Uber but for despair for someone other than the driver',0,0,1,0,0,0,0,0,0,0,0
 some of those haters are just taught hate and not shown love There is a good quote that goes to your comment tiff treat,1,0,0,0,0,0,0,0,1,0,0
 Some people would rather hang on to their indignant anger weary sigh,1,0,0,0,0,0,0,0,1,0,0
 some weeks there are no problems but this week is unbelievable  are you guys even running regular buses  solate,1,0,1,0,0,0,0,0,1,0,0
 some weeks there are no problems but this week is unbelievable  are you guys even running regular buses awful solate,1,0,1,0,0,0,0,0,0,0,0
 somebody needs tell staff at Reading cappuccino is supposed to have a thick layer of foam and coffee should be hot awful again,1,0,1,0,0,0,0,0,0,0,0
 something a cyber bully would say,1,0,1,0,0,0,0,0,0,0,0
 something needs to be done about people hogging machines  nobody can use machines at one time  notfair whypay,1,0,1,0,0,0,0,0,1,0,0
 something needs to be done about people hogging machines  nobody can use machines at one time angry notfair whypay,1,0,1,0,0,0,0,0,0,0,0
 something too confused to type an entire word   _emoj_stuck_out_tongue_winking_eye_  See I can laugh again My hour of sadness has almost passed,0,0,0,0,0,1,1,0,0,0,0
 Sorry I missed you  I stayed up late working and pondering life,0,0,0,0,0,0,0,0,1,0,0
 sorry to hear about your experience however please do not hesitate to contact us via live chat or email at askdysonUScom,0,1,0,0,0,0,1,0,1,0,0
 sorry to upset u madamIf you have got any queries don't hesitate to contact our PR departmentIn the meantime do you fancy a beer,0,1,0,0,0,0,0,0,0,0,0
 sounds like a good game plan for our offense,0,0,0,0,0,1,1,0,0,0,1
