Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
People need a way to escapeescape whatThis corrupted worldThis reality This jokeThis fury of constant pain amp stressWe need a vacation,1,0,1,0,0,0,0,0,0,0,0
  Between Barroso going to Goldman and this the  is getting a very serious self inflicted problem,0,0,1,0,0,0,0,0,0,0,0
 can't wait to see you Hun cuddles gossip laughter,0,0,0,0,1,1,1,0,0,0,0
 amp  must be rejoicing ovet Charlotte protests  NorthCarolina,0,0,1,0,1,1,0,0,0,0,0
   sex offense happens across ALL races cultures and creeds amp they should be castrated,1,0,1,0,0,0,0,0,1,0,0
We Are Source  mindset philosophy thoughtsbecomethings news lifehacks fear you LIFE PleaseRT ProblemSolving,0,0,0,1,1,0,1,0,0,0,0
 fix this homeaway deptch chart invalid glitch I have to close madden and reopen it everytime this happens,1,0,1,0,0,0,0,0,0,0,0
 Think about it if he need white peoples votes wouldn't just reach out about things that only concern them amp leave out rest,1,0,1,0,0,0,0,0,0,0,0
smiling through the stress             ,0,0,0,0,1,0,1,0,1,0,1
 sorry to hear about your experience however please do not hesitate to contact us via live chat or email at askdysonUScom,0,1,0,0,0,0,1,0,1,0,0
Bilal Abood Iraq immigrant who lives in Mesquite Texas was sentenced to months in prison for lying to the Feds about terrorism,1,0,1,1,0,0,0,0,0,0,0
I know this is going to be one of those nights where it takes an Act of God to fall asleep  restless,0,0,0,0,0,0,0,1,1,0,0
Banger sit in reason why we great doings him alias for why we rejoice in he kzfqR,0,0,0,0,1,0,0,0,0,0,0
i feel furious,1,0,1,0,0,0,0,0,0,0,0
nobody understand what advocate mean if you do then use it right never be afraid so positive word is I can that is POWERFUL,0,1,0,0,1,0,1,0,0,0,0
I don't know what's worse the new Pizza Hut commercials or the pizza that Pizza Hut makes ,1,0,1,0,0,0,0,1,0,0,0
 I can't help but feel melancholic,0,0,0,0,1,0,0,1,1,0,0
I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,1,0,1,0,0,0,0,0,0,0,0
NawazSharif says lets end terror Sure let IndianArmedForces target the bases without Pakistan interference Karma,1,0,1,1,0,0,0,0,0,0,0
 happy anger sad melancholy confusion woodspurge,1,0,1,0,0,0,0,1,1,0,0
 if u know who died I would also burst out crying From JOY   _emoj_wink_ ,0,0,0,0,1,0,0,0,1,0,0
Dear future big brother players just chase dick all season and you too can win dollars and an Sti bb18 bitter,1,0,1,0,0,0,0,0,1,0,0
   entire team from coaches on down played and coached scared from jumpstreet intimidated,1,0,1,1,0,0,0,0,0,0,0
   Make him be a bully Sit him in a room by himself and let him look at Debo all day,1,0,1,0,0,0,0,0,1,0,0
PiersGough on thoroughly lively and imaginative developers u2014Sager have always challenged us to do better and do better u201d ,0,0,0,0,1,0,1,0,0,0,1
Check out   From Scotland gamer YouTuber vlogger designer animator artist TY for following The Wake  horrorfilm,0,0,0,1,0,0,0,0,0,0,0
 come play madden at my house after school,0,1,0,0,1,0,1,0,0,0,0
Floofeli wonder if your mother knows how dark your humor can beNeeds to realize how much of a butt Apple is Pastels and catscutie pie,0,1,1,0,1,0,0,1,0,0,0
In other news My legs hurt running 5kin26mins dreadful flatfeet,1,0,1,0,0,0,0,0,1,0,0
Like I said   _emoj_black_rightward_arrow_  there's plenty of cheddar in the cheese to go around For everyone   _emoj_white_smiling_face_  ,0,0,0,0,1,1,1,0,0,0,0
 Thank u Justin for this amazing concert I can't believe that only u can provoke these thousand smiles these nightBelieveTour,0,0,0,0,1,1,1,0,0,0,0
Why doesn't anybody I know watch penny dreadful   _emoj_white_frowning_face_  ufe0f ufe0f,0,0,1,0,0,0,0,1,1,0,0
Thank you  for the balloons today smile goodday,0,0,0,0,1,1,0,0,0,0,0
Currently listening to  amp   podcasts Can you guys please move to yvr  hilarious missyou,0,0,0,0,1,1,0,0,0,0,0
 i'm totally loving it it just makes me sad when people feel super awful cuz they aren't abroad like life is still goin,0,0,0,0,1,1,0,0,1,0,0
 thanks Ryan amp Brad for scary the shit out of us in the first episode Don't think my heart will make it through the s6 horrific,1,0,0,1,0,0,0,0,1,0,0
ContentwiththeLordsPortionO satisfy us early with thy mercythat we may rejoice amp be glad all our daysPs gladness joy delight,0,0,0,0,1,0,1,0,0,0,0
 had to snap going crazy   _emoj_sob_   _emoj_sob_ ,1,0,1,0,0,0,0,1,1,0,0
Well that draw is lively EFLCup,0,0,0,0,1,0,1,0,0,0,0
Depression sucks ,0,0,0,0,0,0,0,0,1,0,0
 are you guys still down When can we go up panic,0,0,0,1,0,0,0,0,0,0,0
Happiness is the best revenge,0,0,0,0,1,0,1,0,0,0,0
Everyday I wake up a different  player signs a contract extension Love it future is bright COYS,0,1,0,0,1,1,1,0,0,0,0
 hate being shy   _emoj_weary_ ,1,0,1,1,0,0,0,0,1,0,0
 hard to tell in your pic My mistake then Either way nothing I said initially was about race U took it there  ignorant,1,1,1,0,0,0,0,0,0,1,0
how maybe it was with you and your parentsthat I would understand you and your fear of indifference from your own mom and dad,0,0,0,1,0,0,0,0,1,0,0
This room is rather dreary but we endure what we must,0,0,1,0,0,0,0,1,0,0,0
 bubble implies it will burst,0,0,0,0,0,0,0,0,1,1,0
  New campaign slogan idea'I know you are but what am I'  Trump2016 yourefired deflect,1,0,1,0,0,0,0,0,0,0,0
my school photo is honestly horrid i look so ew  _emoj_sweat_smile_ ,0,0,1,0,0,0,0,0,1,0,0
When you wake up from a dream laughing at something stupid and that makes you laugh more ,0,0,0,0,1,1,1,0,0,1,0
I'm mad at the injustice so I'm going to smash my neighbours windows'  Makes perfect sense CharlotteProtest ,1,0,0,0,0,0,0,0,0,0,0
  No grudge Only truth in abundance,0,0,0,0,0,0,1,0,0,0,0
That's me for the evening though Way too lit to finish these off properly without causing some serious mischief,0,1,0,0,0,0,1,0,0,1,0
  MSM relentlessly saying DT can't win to depress GOP turnout amp provide cover stolen election,1,0,1,0,0,0,0,1,1,0,0
A yr old man threw a saucepan of boiling water at a garda amp then hit the garda with the shaft of a brushLetterkenny District Court,0,0,0,0,0,0,0,0,0,0,0
Headed to Montalvo w u2014bring on the mirth bitches d_b   SummerOf69Tour2016,1,0,0,0,1,0,1,0,0,0,0
When you want to say something so bad but can't  furious   _emoj_triumph_ ,1,0,1,0,0,0,0,0,1,0,0
Winlose or draw vs LFC all football fans will rejoice as West Ham amp Chelsea fans beat the shit out of each other in a council house COYS,0,0,0,0,1,1,1,0,0,0,0
 oh so true so true ,0,0,0,0,1,0,0,0,0,0,1
now that I have my future planned out I feel so much happier goals life  igotthis yay,0,1,0,0,1,0,1,0,0,0,0
 'customer service ' beyond appalling Faulty dryer replacement breaks within wks no parts for wks Engineers no show ,1,0,1,0,0,0,0,0,0,0,0
How I Murdered Your Mother SpookyTv horror,0,0,0,1,0,0,0,0,0,0,0
I delete numbers so quick with no hesitation,0,1,1,0,0,0,0,0,0,0,0
Me being on my dean really saving a lot of ppl bc I don't snap nomore amp it take so much out of me,0,0,1,0,1,0,1,0,0,0,0
  At the risk of being blocked I thought that video from the wake was hilarious,0,0,0,0,1,0,1,0,0,0,0
How in the world did Nicole beat Paul terrible bb18 BBFinale What was the jury thinking   _emoj_flushed_   _emoj_flushed_   _emoj_flushed_ ,1,0,1,0,0,0,0,0,0,0,0
Baaarissshhhhh  sad song   prefect night  u2014 feeling alone,0,0,0,0,0,0,0,1,1,0,0
 Ah the Grand Old Paradox that is fearing the encroachment of the state but loving unconditionally its paid enforcers,0,0,0,1,1,1,1,0,0,0,0
Annoyed with  bullying me to download an app that eats my phone memory Will seek alternative from now bully tripadvisor,1,0,1,0,0,0,0,0,1,0,0
 we know the truth about her the public is figuring it out Her words mean nothing unhappy mean troubled vile ,1,0,1,0,0,0,0,0,1,0,0
 Bk to up top pack midfield Stifle any flair we possess kill any entertainers dull reshuffle predictable slow average,1,0,1,0,0,0,0,1,1,0,0
Walk right through them See way past them and don't even hesitate running them over,0,0,1,0,0,0,1,0,0,0,0
Karev better not be out Or I am seriously done DONE with   unfair ugh,1,1,0,1,0,0,0,0,1,0,0
Proverbs  Ointment and perfume rejoice the heart so doth the sweetness of a man's friend by hearty counsel TruthfmDawnBreak,0,0,0,0,1,1,1,0,0,0,0
Im really constipated This is depressing,0,0,1,0,0,0,0,0,1,0,0
  this individual is clearly trying intimidate this LEO I see an issue here STOP CAUSING ISSUES by pushing limits,1,0,1,0,0,0,0,0,0,0,0
AutumnalEquinox the nights are drawing in what a great time to look at putting up some new lights dark showroom news wirral,0,0,0,0,1,0,0,0,0,0,0
Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross Shame ,1,0,1,0,0,0,0,1,0,0,0
 the joyous occasion of laughing at the ostentatious display of disrespect Bruce just scoffed at the entire scene This wasn't Batman's ,0,0,0,0,1,0,1,0,0,0,0
Watch this amazing lively broadcast by   musically,0,0,0,0,1,0,0,0,0,1,0
Already plotting next steps if I get cut off by the same minivan in tomorrow's dropoff line preschoolpolitics momthings serious,1,0,0,0,1,0,1,0,0,0,0
Thank you  for teaching me how to live again It's been so long since amp this ride is about to be exhilarating I just know it,0,0,0,0,1,0,1,0,0,0,0
Gratitude  recovery health love God conscious drive hope perseverance wealthy home kids SoCal recoveryfit youthful sober,0,0,0,0,1,0,1,0,0,0,0
That rocky horror remake looks a bit w a n k,1,0,1,1,0,0,0,0,0,0,0
I wish there were unlimited glee episodes so I could watch them forever gleegoodbye,0,0,0,0,1,1,0,0,0,0,0
A smile brightens your day and the day of everyone around you so remember to smile it's free ,0,0,0,0,1,1,1,0,0,0,0
Why does  have to come to Glasgow on a night I am working I am fucking gutted been waiting for an appearance for ages ,1,0,1,0,0,0,0,0,0,0,0
Absolutely fuming that some woman jumped into my prebooked taxi and drove off   _emoj_rage_ ,1,0,0,0,0,0,0,0,0,0,0
 we are not concerned about Pakistan's internal affairs But the terrorism as it's state amp economic policyterroristnation,1,0,1,1,0,0,0,0,0,0,0
Trump 's  u2018Make America Great Again' plan is exactly like the first minutes of the movie ChildrenOfMen  cages terrorism refugees,1,0,1,1,0,0,0,0,0,0,0
The rage has died down,0,0,0,0,1,0,0,0,1,0,0
im like 'this is better' in the moment cuz i panic and then later its so obviously not better at every opportunity i choose to make it seem,0,0,0,1,0,0,0,0,1,0,0
 The  had a good one but then the reporter quit sad,0,0,0,0,0,0,0,1,1,0,0
  I don't know Wasn't punk mostly about white men throwing tantrums,0,0,0,0,0,0,0,0,0,0,0
 as always it was indeed a wonderful experience flying with you guys today bestinbusiness  happyme,0,0,0,0,1,0,1,0,0,0,0
 just preordered The Pale EP Would have paid for the phone call But I would have freaked out and not said anything ,0,1,0,1,0,0,0,1,1,0,0
Paul forever Paul should have won Paul played such a better game BB18 angry,1,0,1,0,0,0,0,0,0,0,0
never afraid to start over,0,1,0,1,0,0,1,0,0,0,0
terribledebatequestions has given me so many laughs this afternoon Thanks Twitter hilarious cleverpeople,0,0,0,0,1,1,1,0,0,0,0
Did we miss the fact that BurkeRamsey swung amphit his sister JonBenet in the face with a golf club previously out of a fit of anger,1,0,1,0,0,0,0,0,0,0,0
Look at this massiah of youngleader Pakistan massiah of ,0,0,0,0,0,0,0,0,0,0,0
And I won't even get started with Hillary and her fancy fundraisers depressing,0,0,1,0,0,0,0,0,1,0,0
   huh We have a sprint coach We're the slowest team in the comp Talk about robbing a living ,1,0,1,0,0,0,0,0,1,0,0
Argh a big wasp buzzing between my blinds and my window Halp wasp evil buzz sting,1,0,1,0,1,0,0,0,0,0,0
 forest gate u could see he was a bully cunt big bald cunt his mates looked in shock when I hit him and didn't do shit when he,1,0,1,0,0,0,0,0,0,0,0
Loving  Pitch so far    _emoj_hugging_face_  _emoj_hugging_face_  _emoj_hugging_face_    chills smiling,0,0,0,0,1,1,1,0,0,0,0
IndiaMissingIndira that she could never solve Kashmir Problem and kept it burning for Vote Bank TerrorStatePak,1,0,1,0,0,0,0,0,0,0,0
Riding at night has got to be one of the most exhilarating refreshing things I have ever done,0,0,0,0,1,0,1,0,0,0,0
Follow up Follow through Be relentless success,0,0,0,0,1,0,1,0,0,0,0
quote What U fear controls U Fear is not out in life but in ur mind Real difficulties can be overcome  Cheryl Janecky,0,0,0,1,0,0,1,0,0,0,0
to shake and my mouth was chattering and I couldn't take right because all of my body was trembling so I went outside,0,1,0,1,0,0,0,1,1,0,0
You got some dick recently right you're happy you're not sick and you're smiling Life is good'   _emoj_sob_   _emoj_sob_   _emoj_sob_ ,1,0,0,0,1,0,1,0,1,0,0
ADP's ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using,1,0,1,0,0,0,0,0,1,0,0
Very depressing seeing my whole fam packing to go on holiday tomorrow and I'm just staying here   _emoj_upside_down_face_,0,0,0,0,0,0,0,0,1,0,0
 i always hesitate to update  At least it's no the horrors iPhone users endure every few months   _emoj_sweat_smile_   _emoj_sweat_smile_ ,0,1,1,1,0,0,0,0,0,0,0
schneiderlin taking his revenge for the fouls,1,0,0,0,0,0,0,0,0,0,0
 I've never been fond of having dark eyes until seeing this share,0,0,0,0,1,0,1,0,0,1,0
If Monday had a face I would punch it monday  face punch fight joke like firstworldproblems need coffee asap follow,1,0,1,0,0,0,0,0,1,0,0
  me'  And that's when she suddenly became quiet as her lips started to tremble   'Naya'  'I don't want to ,0,0,0,0,0,0,0,0,0,0,0
Lol little things like that make me so angry x,1,0,1,0,0,0,0,0,0,0,0
Cuddling literally kills depression relieves anxiety and strengthens the immune system,0,0,0,0,0,0,1,0,0,0,0
  varsity pine riding,0,0,0,0,1,0,0,0,0,0,0
I hate that a black lady is painting herself white on the internet for laughs and likes terrible BadForm DidntLaugh,1,0,1,0,0,0,0,0,1,0,0
No one's gonna chill bc fake outrage is fun or we but SPACE COLLEGE,0,0,0,0,1,0,0,0,1,0,0
This has turned out better then I expected admitting you tried to intimidate   _emoj_joy_   _emoj_joy_  cantstoplaughing I really can't and it's in spokeword,0,0,0,0,1,0,0,0,0,0,0
  Oh good God Quentin Letts is doing one of his 'comedy' turns angry   BBCTW,1,0,1,0,0,0,0,0,0,0,0
 meeee i'm lvl and i have not a single relentless,1,0,0,0,0,0,0,0,1,0,0
  And the dreadful Franglaise,1,0,1,1,0,0,0,0,0,0,0
  haha it's me shocking I know   _emoj_joy_  you'll hear me moan I'm too cold in winter   _emoj_snowman_without_snow_  ufe0f,0,0,0,0,1,0,1,0,0,1,0
 wtf is tenacious and jubilant,1,0,1,0,1,0,0,1,0,0,0
 Doesn't explain the ability to land at Manchester but not Bradford  other than more convenient for Flybe Many unhappy travelers,0,0,0,0,0,0,0,1,1,0,0
You sting like a bee but you're still my honey,0,0,0,0,1,1,1,0,0,0,0
 No Was so sudden Hasn't sunk in yet With Leo I knew it was coming,0,0,0,0,0,0,0,0,0,1,0
Watch this amazing lively broadcast by   musically,0,0,0,0,1,0,0,0,0,0,0
Actually I always idealize the end of my relationships  Such a pessimist,0,0,0,0,0,0,0,1,0,0,0
 I keep a down vest or sweater in my pack year round Helps on chilly mornings or breezy mountain tops mysportinglife,0,0,0,0,1,0,1,0,0,0,0
I really really resent having to go to bed at a sensible hour you guys I WANT TO TALK TO MY PEOPLE,1,1,1,0,0,0,0,0,1,0,0
 why dont blm thugs want justice when its black on black gang crime They only rage and cry racism when its a cop,1,0,1,0,0,0,0,1,1,0,0
 May I suggest that you have a meal that is made with beans onions amp garlic the day before class ,0,1,0,0,1,0,0,0,0,0,1
The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever grateful,1,0,0,0,1,0,0,0,0,0,1
I hate it when im singing and some idiot thinks they can just join in with me likethis is not fcking glee MeanRikonaBot,1,0,1,0,0,0,0,0,0,0,0
I need a syfy series to watch I literally have nothing to watch back to back I already watched heroes lost jericho fallenskies  etc etc,0,1,0,0,1,0,0,0,1,0,0
Haven't gotten one hour of sleep Today is going to be a fun day   _emoj_neutral_face_  restless,0,0,0,0,1,0,0,0,1,0,0
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns She was right pout,0,1,0,0,0,0,0,0,1,0,0
it makes me so fucking irate jesus nobody is calling ppl who like hajime abusive stop with the strawmen lmao,1,0,1,0,0,0,0,0,1,0,0
It's been a week of awful connectivity with  no service or only 4G is not what Im paying for unhappy poorservice,1,0,1,0,0,0,0,0,1,0,0
People often grudge others what they cannot enjoy themselves,1,0,1,0,0,0,0,0,0,0,0
Yeah I'm hot nigga they say im burning uhhhhh,1,0,1,0,0,0,0,0,0,0,0
They want as police state they are fearful imbeciles   ,1,0,1,1,0,0,0,0,0,0,0
Goodbye everyone tremendous LTHEchat tonight,0,0,0,0,1,0,1,0,0,0,0
Lmboo  using my nephew for meme hilarious,0,0,0,0,1,1,0,0,0,0,0
 I am irate at you checkin system I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned,1,0,1,0,0,0,0,0,0,0,0
 yea lol catchy you fret,1,0,0,0,1,0,0,0,0,0,0
 A profoundly disappointing experience I have pay almost remedy a defect n the product  sold me terrible,1,0,1,0,0,0,0,0,1,0,0
The birds chirp  the sun shines and the wind chimes chime There was once a smile on this face,0,0,0,0,1,0,1,0,0,0,0
 why does tracking show my equipment delivered when it wasn't Why is my service suddenly delayed We've already weeks fuming,1,0,1,0,0,0,0,0,1,0,0
 Event started everyone is getting ready to travel to the lake of rage where everything glows,1,1,0,0,0,0,0,0,0,0,1
Losing the will live with  business bb gone down on hold for minutes amp whoever picked up cut me off fuming NoWorkForMe,1,0,1,0,0,0,0,0,1,0,0
Trump's fear amp anger are similar to what Hitler preached to come to power in Germany Wake up America,1,0,1,1,0,0,0,0,0,0,0
I just really enjoy bright colors like the colors you would see downtown Miami,0,1,0,0,1,1,1,0,0,0,0
SRPT Why would Etep patients amp Mom's advocate for a drug if it did not work Anyone listen to the Etep MD's  Adcomm all were elated,1,1,0,0,0,0,0,0,0,0,0
 I did that days later my order isn't even in the same postcode as me ,1,0,1,0,1,0,0,0,0,0,0
 ill be there with VIP TICKETS Can't wait to meet you Never met a famous person i admire before nervous,0,1,0,1,1,1,0,0,0,1,0
Regardless of your age or station in life it all comes down to one simple truth you just have to start  Jon Acuff inspiring quote,0,0,0,0,1,0,1,0,0,0,0
  had more fun than the funniest person in funsville Much hilarity as usual Thank you   _emoj_heart_  ufe0f,0,0,0,0,1,1,0,0,0,0,0
PM nawaz sharif adressed in uno produced mirth among kashmires well done pak wel done nawaz we want demilterization,1,0,0,0,0,0,1,0,0,0,0
 and have social anxiety There is many awkward things wrong with me   _emoj_smile_ ,0,0,0,1,1,0,0,1,0,0,0
  the struggle is real Whoa I worry for the younger generation   _emoj_broken_heart_ ,0,0,0,1,0,0,0,1,1,0,0
matt and i just did a psychological study on provocation in abusive relationships,0,0,0,0,0,0,1,0,0,0,0
 that happensu will be ok tomorrow cheer it upDon't give up no no no  _emoj_stuck_out_tongue_closed_eyes_   _emoj_stuck_out_tongue_closed_eyes_   _emoj_stuck_out_tongue_closed_eyes_ ,0,1,0,0,1,0,1,0,0,0,0
Usually I'm not one to rush colder weather but this year I'm so ready for hot coffee dark lippies scarves sweaters amp boots   _emoj_fallen_leaf_   _emoj_boot_   _emoj_hot_beverage_  ufe0f  _emoj_lipstick_ ,0,0,0,0,1,0,1,0,0,0,0
Turns out 'it' wasn't even anything to be concerned about at all Im happy and a bit frustrated it took so long to get this answer,1,0,1,0,1,0,0,0,0,0,0
  ya and the d was what I was most confident about our offense is as good as it's been in yearsour d sucks,1,0,1,0,0,0,0,0,0,0,0
 LOL Why would it scare me It doesn't make any sense at all but it doesn't scare me chuckles,0,0,0,0,1,0,1,0,0,0,1
McDavid breakaway Lundqvist with a tremendous save,0,0,0,0,1,1,1,0,0,1,0
 gives a frustrated growl before stepping closer and putting his gun through the barrier No alarms and nothing happened He,1,0,1,0,0,0,0,0,0,0,0
  she is terrific at her job where is she headed I missed that,0,1,0,0,0,0,0,0,0,0,1
Thanks for ripping me off again Luthansa   _emoj_euro_sign_ not enough for a one way flight to man from Frk then   _emoj_euro_sign_ for a bag then free at gate ,1,0,1,0,0,0,0,0,0,0,0
 can you please not have Canadian players play US players that lag  is atrocious fixthisgame trash sfvrefund ,1,0,1,0,0,0,0,0,0,0,0
Aw there's a young fox outside on the grass just jumping around all playful and having a little stretch   _emoj_see_no_evil_  soo cute   _emoj_wolf_ ,0,0,0,0,1,1,1,0,0,0,1
It's so funny cause Cooper's going to go farther than the people who bully her,1,0,0,0,1,0,1,0,0,0,0
GahhBT in queue for minutes Now put through to BT Sport dept to cancel back in a queue again ,1,0,1,0,0,0,0,0,0,0,0
 switch host no bullet rage,1,0,0,0,0,0,0,0,0,0,0
 As much as I always eatso no w   But I shake all the time so eeeeh Maybe I should go see a doctor 'cause of it w,0,0,0,1,0,0,0,0,0,0,0
 They ain't going away and I don't want to see them hurt changing heartsminds is really our only option no optimism,0,1,0,0,1,0,1,0,0,0,0
a monster is only a monster if you view him through fear,0,0,0,1,0,0,1,0,0,0,0
 don't leave me ,0,0,0,1,0,0,0,0,1,0,0
Watch this amazing lively broadcast by mccloud lively musically,0,0,0,0,1,0,1,0,0,0,0
 fucking hell mate absolute nightmare   _emoj_sweat_ ,1,0,1,1,0,0,0,0,0,0,0
 delays from Streatham Cmn to Clap Junc amp now train took mins for mins journey Missed trains to Reading ,1,0,1,0,0,0,0,0,1,0,0
there are magpies gathering around me help I'm going to be swooped  ,0,0,0,1,0,0,0,0,0,0,0
Michelle who did NOTHING is hating on Nicole's game hahaha bitter bb18,0,0,1,0,1,0,0,0,0,0,0
Note to self  Stop laughing at things that offend you it's ok to get mad at people  NoteToSelf offended mad upset,1,0,0,0,0,0,0,0,1,0,0
Being stuck in the roof of your house provides amazing view but sheer terror of falling down kinda like life,0,0,0,1,1,0,0,0,0,0,0
Think Val might be going this week I'll have to take the rest of the week off work to mourn I'm sure they'll understand GBBO,0,0,0,0,0,0,0,0,1,0,0
 great minds think alike rejoice,0,0,0,0,1,1,1,0,0,0,0
 appointment booked between today waited in all day and nobody showed up also requested a call back and never got one ,1,0,1,0,0,0,0,0,0,0,0
Add Donte Moncrief to my dismal situation blessed,0,0,0,0,1,1,1,0,0,0,0
Donating to Trump puts a damper on a very exciting  season Really bad look Ricketts family,1,0,1,0,1,0,0,0,0,0,0
If you want others to be happy practice compassion If you want to be happy practice compassion' Dalai Lama,0,0,0,0,1,1,1,0,0,0,0
         it's an insult,1,0,1,0,0,0,0,0,0,0,0
  was right and you two have very similar stances against radical islamic terror Time to anoint the Orange one,0,0,1,1,0,0,0,0,0,0,0
being bitter only hurts yourself lmaooo,1,0,1,0,0,0,1,1,0,0,0
It's easy to fall asleep in class but hard to in bed True sober whileyouweresleeping insomnia TeamFollowBack RockTheReTweet,1,0,0,0,0,0,0,0,1,0,0
im so gloomy today,0,0,0,0,0,0,0,1,1,0,0
  inclined to think that 'documentary' did him more harm than good If not I despair of people's critical faculties,1,0,1,0,0,0,0,0,1,0,0
 the red one would look super pretty with a bronzy glowy nude lip makeup look 3rd black would be pretty with a dark lip   _emoj_heart_eyes_ ,0,0,0,0,1,1,0,0,0,0,0
It really is amazing the money they give to some of these QB's nfl texans brock ,0,0,1,0,1,0,1,1,0,1,1
  USA was embarrassing to watch When was the last time you guys won a game  joke,1,0,1,0,0,0,0,0,0,0,0
I can already tell this programme is going to infuriate me ExtremeWorld,1,0,1,0,0,0,0,0,0,0,0
Check out this film Robocoq animated shortfilms,0,1,0,0,1,0,1,0,0,0,0
What do you do' 'You are not worthy enough to know' what serious,0,0,1,0,0,0,0,0,0,1,0
I was cheering for NA team Now I just want this is over and Gaudreau comes back in one piece It is getting way too risky,0,0,0,1,0,0,0,0,0,0,0
Watch this amazing lively broadcast by  lively musically,0,0,0,0,1,0,0,0,0,0,0
  I'm afraid to look,0,0,0,1,0,0,0,0,0,0,0
When will the weeks full of Mondays end ,0,0,1,0,0,0,0,0,1,0,0
More checking at work today  coffee drank and now it's down to some serious business   Thursday bring on Friday,0,1,0,0,1,0,0,0,0,0,0
 'you people' infuriate me,1,0,1,0,0,0,0,0,1,0,0
whats with these boxes when i search google on chrome horrible distracting,1,0,1,0,0,0,0,0,0,0,0
A goal should scare you a little and excite you a lot  Joe Vitale quote,0,0,0,1,1,0,1,0,0,0,0
Just put the winter duvet on   _emoj_snowman_  ufe0f  _emoj_snowflake_  ufe0f  _emoj_wind_blowing_face_  _emoj_umbrella_with_raindrops_  ufe0f serious,0,0,0,0,1,0,1,0,0,0,0
Last night I had a dream that today was Christmas I woke up screaming because I wasn't ready ,0,0,0,1,0,0,0,0,1,0,0
minutes with an incense and all I get is Rattatas   _emoj_joy_  PokemonGO,1,1,1,0,0,0,0,0,0,1,0
 I didn't say anything bad about the situation great mate can't believe some were Makes me despair of humanity,1,0,1,0,0,0,0,0,1,0,0
 I've been disconnected whilst on holiday   _emoj_triumph_  but I don't move house until the 1st October   _emoj_thinking_face_ ,1,0,0,0,0,0,0,0,0,0,0
 i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason,1,0,1,0,1,0,1,0,0,0,0
 Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America,1,0,1,0,0,0,0,0,1,0,0
Sounds like Donald Trump has spent today just making extra extra sure he'd get those frightened white conservative racist votes,1,0,1,0,0,0,0,0,0,0,0
ZETH voice Hit The Target   holds up upside down cheering towel,0,1,0,0,1,0,1,0,0,0,1
Way too cool to die young way too young to die sober tunechi,0,1,1,0,1,0,1,0,1,0,0
so lost i'm faded,0,0,0,0,0,0,0,1,1,0,0
 exactly not some flaming reject from fast and furious,1,0,1,0,0,0,0,0,1,0,0
Retweeted GunnySmith93   Days like today I am happy to be alive blessed rejoice,0,0,0,0,1,1,1,0,0,0,0
 yes Hun Avoid at all costs nightmare,1,0,1,1,0,0,0,1,1,0,0
 im love you even if you bully me sadly,0,0,0,0,1,1,0,0,1,0,0
You don't know what to expect by Brendon's video lmao LA devotee video got me shook ,0,1,0,1,1,0,0,0,0,1,0
Anyone else find  'anniversary windows update 1607' a Complete nightmare,1,0,0,1,0,0,0,0,0,0,0
 Can't believe how rude your cashier was today when I was returning an item  Your customer service is slacking terrible,1,0,1,0,0,0,0,0,0,0,0
 wow that sounds terrific,0,0,0,0,1,0,1,0,0,0,0
Take heart amid the deepening gloom that your dog is finally getting enough cheese  u2015 National Lampoon 'Deteriorada',1,0,1,0,0,0,1,0,0,0,0
  It's hilarious,0,0,0,0,1,1,0,0,0,0,0
Friday is here and we are open tonight and tomorrow Get a jump on your Halloween and come play with us hauntedattraction tulsa haunt,0,0,0,0,1,0,0,0,0,0,0
An hour played and  have conceded less at West ham than  have at northampton  Let that sink in,0,1,0,0,0,0,0,1,0,0,0
Be happy Be bright Be YOU  identity TimelessTips friendship family forest water family TrueLove God RoadSoFar you LifeTrip,0,0,0,0,1,0,1,0,0,0,0
 he gives a gleeful squeak and wraps around you All mine,0,0,1,0,1,1,0,0,0,0,0
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for TerenceCruther justice  sadness,0,0,0,0,0,0,0,0,1,0,0
I feel really nervous or anxious Idk My leg keeps shaking Hmm,0,0,0,1,0,0,0,0,0,0,0
Watched tna for the first time in a long time what the hell happened to the hardyboys impactonpop wwe terrible,1,0,1,0,0,0,0,0,0,0,0
It's not that the man did not know how to juggle he just didn't have the balls to do it  funny pun lol  punny,0,0,0,0,1,1,0,0,0,0,0
Thanks for making our Mass with Fr Vallely respectful meaningful and joyful    SeeWithEyesOfMercy,0,0,0,0,1,1,1,0,0,0,0
 this cured my depression,0,0,0,0,1,0,1,0,1,0,0
